permit_no,well_id,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,capacity_m3d,permit_m3m,remark
Y199320005,D-036,2017,1129.78,1524.25,2155.41,1887.17,2180.66,2827.6,2022.87,2483.61,2082.83,1505.32,1824.05,1612.61,850,25500,
Y199320006,W-024,2017,2491.46,15425.5,19048.54,11408.55,7223.49,9481.62,7381.56,7642.5,4265.35,3076.07,3894.01,5813.42,700,21000,
Y199320007,D-063,2017,6613.4,6726.84,7947.69,9676.33,9349.51,13421.27,13440.18,14982.45,16246.52,12785.18,11345.55,10786.44,2100,63000,
Y199320009,D-101,2017,9638.03,12232.58,19453.0,21780.12,23641.27,33096.97,31984.06,24710.97,26542.41,21454.62,22459.48,26619.39,720,21600,
Y199320011,W-018,2017,14192.18,13091.1,16018.21,17657.22,17755.99,20609.55,18220.37,20937.35,19548.39,16858.73,16856.63,14870.9,1300,39000,
Y199320831,F-054,2017,3482.3,5797.79,6099.93,8078.48,7585.58,13064.52,10495.62,17297.3,9566.91,8191.26,9504.26,5985.76,700,21000,
Y199320832,D-250,2017,3160.41,4000.16,4642.37,4863.69,4936.08,8587.72,3839.86,7895.86,6802.75,6074.69,5343.54,3866.75,600,18000,
Y199320836,F-045,2017,1772.97,2253.22,5005.9,10402.78,8011.7,11761.04,8635.46,10593.75,10680.76,7154.03,5482.76,5601.41,700,21000,
Y199320837,D-229,2017,14333.48,15862.0,17023.84,17580.04,18688.32,22763.0,18329.88,21555.84,20797.76,18502.92,17757.2,15066.84,2000,60000,
Y199320838,D-228,2017,5208.0,7218.96,11581.92,16731.12,14318.64,22002.96,17220.0,22582.56,16626.96,12678.96,10612.56,7660.8,950,28500,
Y199320839,D-178,2017,7810.99,10922.67,15421.89,17290.02,16798.21,23397.44,18759.84,26092.11,17074.97,14763.65,16345.67,9733.35,1300,39000,
Y199320841,D-087,2017,12027.48,9697.32,11869.8,16981.26,16197.24,19968.42,21672.24,22114.62,22513.2,21339.36,13740.06,14305.08,950,28500,
Y199320842,D-108,2017,631.26,1510.11,2067.66,2188.62,2175.39,2262.33,2577.96,2096.01,1729.35,604.8,704.97,421.47,100,3000,
Y199340974,U-050,2017,1195.56,583.2,816.48,1338.12,265.68,1824.12,1017.36,1124.28,2225.88,2783.16,2306.88,4131.0,1700,51000,
Y199340975,W-028,2017,4545.97,5149.98,5151.85,9226.58,8985.35,10563.63,9652.94,7285.52,6567.44,8115.8,6821.76,6631.02,800,24000,
Y199340976,F-004,2017,2276.75,4226.35,4407.6,4546.86,3782.05,6576.04,5419.98,5223.25,4971.26,5243.15,4834.22,3733.42,1100,33000,
Y199340977,F-006,2017,32146.12,36696.81,38220.86,47834.33,47714.74,50005.42,48453.77,50036.08,49683.43,42127.58,44019.61,43532.03,1700,51000,
Y199340978,F-012,2017,21215.95,17477.3,8683.53,11219.2,5771.73,20547.99,18317.12,19905.97,21958.5,25359.92,27752.92,18362.52,1500,45000,
Y199340979,F-013,2017,2536.12,554.7,1026.83,7773.48,624.36,3650.67,526.32,900.41,2084.62,12613.52,10012.9,9112.49,1500,45000,
Y199340980,F-014,2017,1952.7,3357.09,7421.68,3756.83,2967.96,4124.73,2345.36,4404.19,15448.26,14853.96,22059.85,9370.84,1150,34500,
Y199340981,F-018,2017,2270.37,576.87,300.24,4314.71,0.0,1474.22,0.0,0.0,0.0,145.06,0.0,0.0,1800,54000,
Y199340982,F-019,2017,673.28,1195.2,3054.98,3305.5,5323.59,5511.48,6372.65,6313.5,4269.31,2054.63,2540.01,735.91,800,24000,
Y199340983,F-024,2017,689.23,294.13,3472.49,711.18,1742.83,1672.59,719.96,1953.55,17502.93,20953.47,21743.67,9052.18,1200,36000,
Y199340984,F-025,2017,3832.16,4215.72,7199.92,5505.72,9146.96,15399.16,8964.64,8302.44,7241.2,3452.04,7439.0,4702.48,700,21000,
Y199340986,F-035,2017,2978.76,2376.26,2373.85,4359.69,3330.62,5841.84,4571.77,4482.6,6567.25,11184.81,7087.81,8475.97,1150,34500,
Y199340987,F-038,2017,4300.62,1968.77,2500.87,6826.53,1264.52,6551.09,1687.07,2663.63,3408.57,20341.87,15571.75,13840.86,1050,31500,
Y199340988,F-039,2017,0.0,0.0,1007.16,6903.82,6253.94,15324.54,18871.16,19259.24,12717.32,4701.62,2117.5,956.34,650,19500,
Y199340989,F-042,2017,584.06,40.03,38.21,1943.23,795.12,3893.74,1672.13,1512.01,13833.7,15602.26,4405.02,6521.11,1000,30000,
Y199340990,F-043,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,21000,
Y199340991,F-050,2017,1770.94,1335.71,1830.98,5567.97,2839.51,8152.35,4031.15,3791.02,4373.33,11877.33,6174.29,9539.08,950,28500,
Y199340992,F-052,2017,11797.72,11251.08,11090.3,15055.59,10976.91,11477.86,6395.58,4451.01,7221.47,15663.16,12075.27,10707.81,950,28500,
Y199340993,D-017,2017,0.0,0.0,0.0,2569.88,634.13,2035.88,2217.93,12084.82,10734.65,10473.71,5024.47,6104.61,1150,34500,
Y199340994,D-040,2017,12346.75,11821.48,11423.2,16410.38,12768.12,21870.89,15913.97,19302.26,18430.65,27547.85,18569.19,21931.5,1400,42000,
Y199340995,D-048,2017,4719.33,4957.26,4199.58,7994.91,6615.84,8318.31,6130.74,7112.49,6336.33,11270.49,8297.52,8147.37,1050,31500,
Y199340996,D-083,2017,2517.38,626.32,835.09,6087.71,208.77,3727.66,674.73,874.43,3406.94,10514.31,9385.72,10741.24,1000,30000,
Y199340997,D-089,2017,4166.06,2670.3,3047.62,7569.72,3748.1,9502.78,4647.87,5348.34,5832.09,12867.75,9754.34,11513.25,900,27000,
Y199340998,D-090,2017,5709.84,4724.37,4966.17,9314.14,5842.15,8474.66,6421.58,7826.8,8750.68,12621.88,12503.26,11474.44,1000,30000,
Y199340999,D-095,2017,1797.98,908.32,1079.41,4367.42,2174.38,5845.01,3353.33,3169.8,3480.87,8420.66,5425.06,5608.59,950,28500,
Y199341000,D-099,2017,1806.14,1153.84,1171.24,3965.97,1069.77,5531.48,936.41,1159.64,2171.43,15907.36,7995.72,9735.18,1000,30000,
Y199341001,D-184,2017,818.1,641.86,946.48,2859.01,2787.21,6342.47,3666.23,5095.74,4123.15,5868.15,2952.57,3115.75,1200,36000,
Y199341002,D-103,2017,2508.28,1830.84,1100.84,5463.32,1077.48,3626.64,1810.4,2117.0,2873.28,7974.52,10138.24,7267.88,1950,58500,
Y199341003,D-107,2017,625.16,447.27,703.94,1745.87,1631.51,5128.34,1811.95,2505.72,2515.89,7395.18,3557.82,4919.96,1750,52500,
Y199341004,D-121,2017,1704.06,16.58,16.58,2761.64,16.58,4545.28,19.89,16.58,805.62,15750.99,13436.91,10439.88,1550,46500,
Y199341005,D-122,2017,403.0,0.0,5.2,3835.0,1112.8,9620.0,2433.6,5722.6,7797.4,11060.4,6689.8,5974.8,1550,46500,
Y199341006,D-129,2017,2597.44,1850.76,1748.25,2325.92,2679.17,3364.89,2970.08,3042.12,2629.3,2414.58,2580.81,2445.05,600,18000,
Y199341007,D-130,2017,1784.42,586.5,0.0,1492.3,0.0,2844.2,729.17,373.64,4008.15,8688.86,4572.01,11972.37,1500,45000,
Y199341008,D-131,2017,3639.92,3011.35,3266.46,5331.01,4628.8,11398.42,5536.15,7453.42,5830.71,16087.71,9959.81,11180.13,1150,34500,
Y199341009,D-139,2017,6233.92,5695.36,11432.96,24090.88,20556.8,27005.44,22964.48,30859.84,31071.04,26600.64,29990.4,33749.76,1250,37500,
Y199341010,D-142,2017,2826.27,1551.24,1766.07,8805.24,3367.53,9335.34,3010.41,3900.42,5373.54,16168.05,10576.89,11505.96,850,25500,
Y199341011,D-144,2017,5179.85,710.2,1096.18,10697.44,866.53,8454.89,1314.26,1800.6,6733.42,19590.41,18368.79,15136.21,1400,42000,
Y199341012,D-147,2017,1316.53,477.48,809.64,3101.89,897.87,4622.56,544.95,1704.05,5188.27,7978.76,4631.21,7933.78,1550,46500,
Y199341013,D-146,2017,1987.93,1682.24,1923.68,5761.29,1956.78,5897.59,2400.7,2694.7,4963.01,8598.13,7803.74,9892.91,950,28500,
Y199341014,D-145,2017,1691.19,17.55,206.19,7063.07,568.12,6297.54,8.77,0.0,2292.21,16234.09,12941.65,14538.52,1150,34500,
Y199341015,D-148,2017,29757.78,13350.42,22036.86,30616.38,29798.28,31186.62,29501.82,30072.06,25317.36,22284.72,20386.08,12966.48,800,24000,
Y199341016,D-156,2017,3668.17,2558.18,3324.19,6174.32,3963.01,8819.22,4376.37,7975.17,5830.34,10946.7,11001.62,10154.68,1150,34500,
Y199341018,D-161,2017,7476.39,5351.75,5965.53,12943.81,7955.62,15979.7,8385.27,17176.58,13194.05,19931.54,15391.88,15120.4,850,25500,
Y199341019,D-162,2017,4319.84,3222.4,2872.8,4830.56,3480.8,4842.72,2252.64,2754.24,3112.96,7922.24,5976.64,5937.12,1150,34500,
Y199341020,D-174,2017,1041.68,594.24,489.38,3317.28,977.01,2869.85,1268.89,1968.0,2404.94,6414.34,4881.54,4500.53,1500,45000,
Y199341021,D-175,2017,840.3,468.9,294.8,2228.41,875.12,5113.74,2033.43,3758.12,4150.42,4709.84,3382.08,5215.88,1150,34500,
Y199341022,D-172,2017,4494.92,1328.04,1171.97,4483.57,2565.28,8757.14,3467.67,3413.75,2358.13,8450.67,6762.24,7582.33,1150,34500,
Y199341023,D-173,2017,569.18,515.78,431.43,1814.33,524.28,1526.1,696.61,1482.41,1337.39,2117.73,1751.83,2052.8,1150,34500,
Y199341024,D-183,2017,5709.81,1720.95,1368.52,13852.29,12181.69,13122.26,7776.32,10955.05,12888.83,19701.7,13463.25,16374.22,1150,34500,
Y199341025,D-185,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150,34500,
Y199341026,D-100,2017,4734.26,4347.27,3849.33,8970.59,9166.67,31504.13,44176.99,45761.09,42807.02,43119.2,45714.65,44285.35,1150,34500,
Y199341027,D-192,2017,1293.9,2462.95,1091.87,4408.34,3162.11,9484.06,3911.21,0.0,5954.21,11204.72,11767.68,6010.96,700,21000,
Y199341028,D-193,2017,6721.2,6195.6,5907.6,7459.2,5162.4,10076.4,7707.6,7992.0,7333.2,12196.8,9205.2,12405.6,1100,33000,
Y199341029,D-195,2017,1385.23,673.34,1261.87,3829.3,1467.47,4574.6,2647.1,2552.01,3112.27,7848.78,7550.66,7792.24,1150,34500,
Y199341030,D-196,2017,2794.98,244.2,1520.7,3698.52,188.7,1946.94,0.0,239.76,5296.92,10018.86,6513.48,9386.16,1150,34500,
Y199341031,D-197,2017,2281.14,1847.88,1873.98,4053.33,3027.6,7195.77,4061.16,5052.96,4423.95,10471.32,6068.25,8218.89,800,24000,
Y199341032,D-198,2017,672.24,982.5,1760.14,835.32,3540.18,1077.96,511.14,604.61,5809.47,4087.11,8931.98,3659.51,800,24000,
Y199341033,D-199,2017,1512.9,335.79,749.07,2018.43,959.4,1793.34,1051.65,1114.38,6346.8,12918.69,5623.56,5306.22,950,28500,
